movie_title,title_year,imdb_score,duration,num_critic_for_reviews,gross,budget,movie_facebook_likes,movie_imdb_link
Paa,2009.0,7.2,133.0,12.0,199228.0,150000000.0,504,http://www.imdb.com/title/tt1532957/?ref_=fn_tt_tt_1
Pacific Rim,2013.0,7.0,131.0,575.0,101785482.0,190000000.0,83000,http://www.imdb.com/title/tt1663662/?ref_=fn_tt_tt_1
Paddington,2014.0,7.2,95.0,224.0,76137505.0,55000000.0,30000,http://www.imdb.com/title/tt1109624/?ref_=fn_tt_tt_1
Pain & Gain,2013.0,6.5,129.0,335.0,49874933.0,26000000.0,43000,http://www.imdb.com/title/tt1980209/?ref_=fn_tt_tt_1
Paint Your Wagon,1969.0,6.7,158.0,20.0,,20000000.0,0,http://www.imdb.com/title/tt0064782/?ref_=fn_tt_tt_1
Pale Rider,1985.0,7.3,115.0,38.0,41400000.0,6900000.0,0,http://www.imdb.com/title/tt0089767/?ref_=fn_tt_tt_1
Palo Alto,2013.0,6.3,100.0,117.0,750100.0,,0,http://www.imdb.com/title/tt2479800/?ref_=fn_tt_tt_1
Pan,2015.0,5.8,111.0,256.0,34964818.0,150000000.0,24000,http://www.imdb.com/title/tt3332064/?ref_=fn_tt_tt_1
Pan's Labyrinth,2006.0,8.2,112.0,406.0,37623143.0,13500000.0,27000,http://www.imdb.com/title/tt0457430/?ref_=fn_tt_tt_1
Pandaemonium,2000.0,6.6,124.0,22.0,,15000000.0,277,http://www.imdb.com/title/tt0210217/?ref_=fn_tt_tt_1
Pandora's Box,1929.0,8.0,110.0,71.0,9950.0,,926,http://www.imdb.com/title/tt0018737/?ref_=fn_tt_tt_1
Pandorum,2009.0,6.8,108.0,219.0,10326062.0,33000000.0,10000,http://www.imdb.com/title/tt1188729/?ref_=fn_tt_tt_1
Panic Room,2002.0,6.8,112.0,233.0,95308367.0,48000000.0,0,http://www.imdb.com/title/tt0258000/?ref_=fn_tt_tt_1
Paparazzi,2004.0,5.8,84.0,77.0,15712072.0,20000000.0,269,http://www.imdb.com/title/tt0338325/?ref_=fn_tt_tt_1
Paper Towns,2015.0,6.4,109.0,191.0,31990064.0,12000000.0,0,http://www.imdb.com/title/tt3622592/?ref_=fn_tt_tt_1
ParaNorman,2012.0,7.0,92.0,328.0,55994557.0,60000000.0,12000,http://www.imdb.com/title/tt1623288/?ref_=fn_tt_tt_1
Paranormal Activity,2007.0,6.3,84.0,409.0,107917283.0,15000.0,12000,http://www.imdb.com/title/tt1179904/?ref_=fn_tt_tt_1
Paranormal Activity 2,2010.0,5.7,98.0,264.0,84749884.0,3000000.0,14000,http://www.imdb.com/title/tt1536044/?ref_=fn_tt_tt_1
Paranormal Activity 3,2011.0,5.8,94.0,251.0,104007828.0,5000000.0,24000,http://www.imdb.com/title/tt1778304/?ref_=fn_tt_tt_1
Paranormal Activity 4,2012.0,4.6,96.0,248.0,53884821.0,5000000.0,26000,http://www.imdb.com/title/tt2109184/?ref_=fn_tt_tt_1
Paranormal Activity: The Marked Ones,2014.0,5.0,101.0,220.0,32453345.0,5000000.0,10000,http://www.imdb.com/title/tt2473682/?ref_=fn_tt_tt_1
Parental Guidance,2012.0,6.1,105.0,139.0,77264926.0,25000000.0,0,http://www.imdb.com/title/tt1047540/?ref_=fn_tt_tt_1
"Paris, je t'aime",2006.0,7.3,120.0,165.0,4857376.0,13000000.0,0,http://www.imdb.com/title/tt0401711/?ref_=fn_tt_tt_1
Parker,2013.0,6.2,118.0,224.0,17609982.0,35000000.0,17000,http://www.imdb.com/title/tt1904996/?ref_=fn_tt_tt_1
Partition,2007.0,7.0,116.0,17.0,,10000000.0,746,http://www.imdb.com/title/tt0213985/?ref_=fn_tt_tt_1
Party Monster,2003.0,6.3,98.0,39.0,296665.0,5000000.0,0,http://www.imdb.com/title/tt0320244/?ref_=fn_tt_tt_1
Passchendaele,2008.0,6.5,114.0,25.0,,20000000.0,971,http://www.imdb.com/title/tt1092082/?ref_=fn_tt_tt_1
Pat Garrett & Billy the Kid,1973.0,7.4,106.0,54.0,,4638783.0,0,http://www.imdb.com/title/tt0070518/?ref_=fn_tt_tt_1
Patch Adams,1998.0,6.7,115.0,55.0,135014968.0,50000000.0,0,http://www.imdb.com/title/tt0129290/?ref_=fn_tt_tt_1
Pathology,2008.0,6.0,95.0,79.0,108662.0,8000000.0,3000,http://www.imdb.com/title/tt0964539/?ref_=fn_tt_tt_1
Patriot Games,1992.0,6.9,117.0,47.0,83287363.0,45000000.0,0,http://www.imdb.com/title/tt0105112/?ref_=fn_tt_tt_1
Patton,1970.0,8.0,172.0,112.0,,12000000.0,0,http://www.imdb.com/title/tt0066206/?ref_=fn_tt_tt_1
Paul,2011.0,7.0,109.0,342.0,37371385.0,40000000.0,42000,http://www.imdb.com/title/tt1092026/?ref_=fn_tt_tt_1
Paul Blart: Mall Cop,2009.0,5.2,91.0,167.0,20819129.0,26000000.0,0,http://www.imdb.com/title/tt1114740/?ref_=fn_tt_tt_1
Paul Blart: Mall Cop 2,2015.0,4.4,94.0,76.0,71038190.0,30000000.0,8000,http://www.imdb.com/title/tt3450650/?ref_=fn_tt_tt_1
Pay It Forward,2000.0,7.2,123.0,157.0,33508922.0,40000000.0,16000,http://www.imdb.com/title/tt0223897/?ref_=fn_tt_tt_1
Payback,1999.0,7.1,90.0,143.0,81517441.0,50000000.0,0,http://www.imdb.com/title/tt0120784/?ref_=fn_tt_tt_1
Paycheck,2003.0,6.3,119.0,196.0,53789313.0,60000000.0,0,http://www.imdb.com/title/tt0338337/?ref_=fn_tt_tt_1
"Peace, Propaganda & the Promised Land",2004.0,8.3,80.0,16.0,,70000.0,110,http://www.imdb.com/title/tt0428959/?ref_=fn_tt_tt_1
Peaceful Warrior,2006.0,7.3,120.0,44.0,1055654.0,10000000.0,0,http://www.imdb.com/title/tt0438315/?ref_=fn_tt_tt_1
Pearl Harbor,2001.0,6.1,184.0,191.0,198539855.0,140000000.0,0,http://www.imdb.com/title/tt0213149/?ref_=fn_tt_tt_1
Peeples,2013.0,5.3,95.0,43.0,9123834.0,15000000.0,0,http://www.imdb.com/title/tt1699755/?ref_=fn_tt_tt_1
Peggy Sue Got Married,1986.0,6.3,103.0,44.0,41382841.0,18000000.0,0,http://www.imdb.com/title/tt0091738/?ref_=fn_tt_tt_1
Penguins of Madagascar,2014.0,6.7,92.0,153.0,83348920.0,132000000.0,11000,http://www.imdb.com/title/tt1911658/?ref_=fn_tt_tt_1
Penitentiary,1979.0,5.8,99.0,23.0,,100000.0,157,http://www.imdb.com/title/tt0079709/?ref_=fn_tt_tt_1
People I Know,2002.0,5.5,100.0,42.0,121972.0,22000000.0,217,http://www.imdb.com/title/tt0274711/?ref_=fn_tt_tt_1
Perception,,7.5,42.0,26.0,,,0,http://www.imdb.com/title/tt1714204/?ref_=fn_tt_tt_1
Percy Jackson & the Olympians: The Lightning Thief,2010.0,5.9,118.0,217.0,88761720.0,95000000.0,9000,http://www.imdb.com/title/tt0814255/?ref_=fn_tt_tt_1
Percy Jackson: Sea of Monsters,2013.0,5.9,106.0,183.0,68558662.0,90000000.0,28000,http://www.imdb.com/title/tt1854564/?ref_=fn_tt_tt_1
Perfect Cowboy,2014.0,7.0,109.0,,,200000.0,65,http://www.imdb.com/title/tt3581098/?ref_=fn_tt_tt_1
Perfume: The Story of a Murderer,2006.0,7.5,147.0,226.0,2208939.0,50000000.0,26000,http://www.imdb.com/title/tt0396171/?ref_=fn_tt_tt_1
Perrier's Bounty,2009.0,6.4,88.0,54.0,828.0,,663,http://www.imdb.com/title/tt1003034/?ref_=fn_tt_tt_1
Persepolis,2007.0,8.0,89.0,242.0,4443403.0,7300000.0,14000,http://www.imdb.com/title/tt0808417/?ref_=fn_tt_tt_1
Pet Sematary,1989.0,6.6,103.0,98.0,57469179.0,11500000.0,0,http://www.imdb.com/title/tt0098084/?ref_=fn_tt_tt_1
Pete's Dragon,2016.0,7.3,102.0,78.0,,65000000.0,21000,http://www.imdb.com/title/tt2788732/?ref_=fn_tt_tt_1
Phantasm II,1988.0,6.5,97.0,81.0,7282851.0,3000000.0,812,http://www.imdb.com/title/tt0095863/?ref_=fn_tt_tt_1
Phat Girlz,2006.0,3.0,99.0,37.0,7059537.0,3000000.0,837,http://www.imdb.com/title/tt0490196/?ref_=fn_tt_tt_1
Phenomenon,1996.0,6.4,123.0,53.0,104632573.0,32000000.0,0,http://www.imdb.com/title/tt0117333/?ref_=fn_tt_tt_1
Philadelphia,1993.0,7.7,125.0,68.0,77324422.0,26000000.0,0,http://www.imdb.com/title/tt0107818/?ref_=fn_tt_tt_1
Philomena,2013.0,7.6,98.0,354.0,37707719.0,12000000.0,37000,http://www.imdb.com/title/tt2431286/?ref_=fn_tt_tt_1
Phone Booth,2002.0,7.1,81.0,216.0,46563158.0,13000000.0,0,http://www.imdb.com/title/tt0183649/?ref_=fn_tt_tt_1
Pi,1998.0,7.5,84.0,138.0,3216970.0,60000.0,24000,http://www.imdb.com/title/tt0138704/?ref_=fn_tt_tt_1
Pieces of April,2003.0,7.1,80.0,131.0,2360184.0,300000.0,0,http://www.imdb.com/title/tt0311648/?ref_=fn_tt_tt_1
Pierrot le Fou,1965.0,7.7,110.0,96.0,,300000.0,2000,http://www.imdb.com/title/tt0059592/?ref_=fn_tt_tt_1
Pineapple Express,2008.0,7.0,117.0,232.0,87341380.0,27000000.0,0,http://www.imdb.com/title/tt0910936/?ref_=fn_tt_tt_1
Pink Flamingos,1972.0,6.1,108.0,73.0,180483.0,10000.0,0,http://www.imdb.com/title/tt0069089/?ref_=fn_tt_tt_1
Pink Narcissus,1971.0,6.7,65.0,8.0,8231.0,27000.0,85,http://www.imdb.com/title/tt0067580/?ref_=fn_tt_tt_1
"Pink Ribbons, Inc.",2011.0,7.4,97.0,23.0,24784.0,1200000.0,5000,http://www.imdb.com/title/tt2035599/?ref_=fn_tt_tt_1
Pinocchio,1940.0,7.5,88.0,105.0,84300000.0,2600000.0,0,http://www.imdb.com/title/tt0032910/?ref_=fn_tt_tt_1
Piranha 3D,2010.0,5.5,88.0,365.0,25003072.0,24000000.0,13000,http://www.imdb.com/title/tt0464154/?ref_=fn_tt_tt_1
Pirate Radio,2009.0,7.4,135.0,195.0,7994115.0,,21000,http://www.imdb.com/title/tt1131729/?ref_=fn_tt_tt_1
Pirates of the Caribbean: At World's End,2007.0,7.1,169.0,302.0,309404152.0,300000000.0,0,http://www.imdb.com/title/tt0449088/?ref_=fn_tt_tt_1
Pirates of the Caribbean: Dead Man's Chest,2006.0,7.3,151.0,313.0,423032628.0,225000000.0,5000,http://www.imdb.com/title/tt0383574/?ref_=fn_tt_tt_1
Pirates of the Caribbean: On Stranger Tides,2011.0,6.7,136.0,448.0,241063875.0,250000000.0,58000,http://www.imdb.com/title/tt1298650/?ref_=fn_tt_tt_1
Pirates of the Caribbean: The Curse of the Black Pearl,2003.0,8.1,143.0,271.0,305388685.0,140000000.0,10000,http://www.imdb.com/title/tt0325980/?ref_=fn_tt_tt_1
Pitch Black,2000.0,7.1,112.0,214.0,39235088.0,23000000.0,5000,http://www.imdb.com/title/tt0134847/?ref_=fn_tt_tt_1
Pitch Perfect,2012.0,7.2,112.0,223.0,64998368.0,17000000.0,36000,http://www.imdb.com/title/tt1981677/?ref_=fn_tt_tt_1
Pitch Perfect 2,2015.0,6.5,115.0,221.0,183436380.0,29000000.0,40000,http://www.imdb.com/title/tt2848292/?ref_=fn_tt_tt_1
Pixels,2015.0,5.6,106.0,253.0,78747585.0,88000000.0,39000,http://www.imdb.com/title/tt2120120/?ref_=fn_tt_tt_1
Planet 51,2009.0,6.1,91.0,156.0,42194060.0,70000000.0,0,http://www.imdb.com/title/tt0762125/?ref_=fn_tt_tt_1
Planet of the Apes,2001.0,5.7,119.0,230.0,180011740.0,100000000.0,0,http://www.imdb.com/title/tt0133152/?ref_=fn_tt_tt_1
Plastic,2014.0,6.0,102.0,29.0,,10000000.0,1000,http://www.imdb.com/title/tt2556874/?ref_=fn_tt_tt_1
Platoon,1986.0,8.1,120.0,120.0,137963328.0,6000000.0,9000,http://www.imdb.com/title/tt0091763/?ref_=fn_tt_tt_1
Play It to the Bone,1999.0,5.4,124.0,73.0,8427204.0,24000000.0,153,http://www.imdb.com/title/tt0196857/?ref_=fn_tt_tt_1
Playing for Keeps,2012.0,5.7,105.0,135.0,13101142.0,35000000.0,0,http://www.imdb.com/title/tt1540128/?ref_=fn_tt_tt_1
Please Give,2010.0,6.6,90.0,133.0,4033268.0,,0,http://www.imdb.com/title/tt0878835/?ref_=fn_tt_tt_1
Plush,2013.0,5.4,99.0,18.0,2843.0,,604,http://www.imdb.com/title/tt2226519/?ref_=fn_tt_tt_1
Pocahontas,1995.0,6.6,84.0,92.0,141600000.0,55000000.0,0,http://www.imdb.com/title/tt0114148/?ref_=fn_tt_tt_1
Pocketful of Miracles,1961.0,7.3,136.0,21.0,,2900000.0,612,http://www.imdb.com/title/tt0055312/?ref_=fn_tt_tt_1
Poetic Justice,1993.0,5.9,109.0,12.0,27515786.0,14000000.0,0,http://www.imdb.com/title/tt0107840/?ref_=fn_tt_tt_1
Point Blank,1967.0,7.4,92.0,87.0,,3000000.0,3000,http://www.imdb.com/title/tt0062138/?ref_=fn_tt_tt_1
Point Break,2015.0,5.3,114.0,163.0,28772222.0,105000000.0,37000,http://www.imdb.com/title/tt2058673/?ref_=fn_tt_tt_1
Pokémon 3: The Movie,2000.0,5.6,93.0,39.0,,16000000.0,38,http://www.imdb.com/title/tt0235679/?ref_=fn_tt_tt_1
Police Academy,1984.0,6.7,96.0,45.0,81200000.0,4500000.0,0,http://www.imdb.com/title/tt0087928/?ref_=fn_tt_tt_1
Police Academy: Mission to Moscow,1994.0,3.3,83.0,17.0,126247.0,6200000.0,321,http://www.imdb.com/title/tt0110857/?ref_=fn_tt_tt_1
Polisse,2011.0,7.3,127.0,163.0,171320.0,,0,http://www.imdb.com/title/tt1661420/?ref_=fn_tt_tt_1
Pollock,2000.0,7.0,122.0,115.0,8596914.0,6000000.0,0,http://www.imdb.com/title/tt0183659/?ref_=fn_tt_tt_1
Poltergeist,1982.0,7.4,120.0,223.0,76600000.0,10700000.0,11000,http://www.imdb.com/title/tt0084516/?ref_=fn_tt_tt_1
Poltergeist III,1988.0,4.5,98.0,66.0,14114488.0,10500000.0,616,http://www.imdb.com/title/tt0095889/?ref_=fn_tt_tt_1
Pompeii,2014.0,5.6,105.0,272.0,23219748.0,80000000.0,20000,http://www.imdb.com/title/tt1921064/?ref_=fn_tt_tt_1
Pontypool,2008.0,6.7,95.0,178.0,3478.0,1500000.0,0,http://www.imdb.com/title/tt1226681/?ref_=fn_tt_tt_1
Ponyo,2008.0,7.7,101.0,256.0,15081783.0,34000000.0,0,http://www.imdb.com/title/tt0876563/?ref_=fn_tt_tt_1
Pooh's Heffalump Movie,2005.0,6.4,68.0,45.0,18081626.0,20000000.0,264,http://www.imdb.com/title/tt0407121/?ref_=fn_tt_tt_1
Poolhall Junkies,2002.0,7.0,99.0,41.0,562059.0,4000000.0,872,http://www.imdb.com/title/tt0273982/?ref_=fn_tt_tt_1
Pootie Tang,2001.0,5.2,81.0,31.0,3293258.0,3000000.0,0,http://www.imdb.com/title/tt0258038/?ref_=fn_tt_tt_1
Porky's,1981.0,6.2,94.0,75.0,105500000.0,4000000.0,0,http://www.imdb.com/title/tt0084522/?ref_=fn_tt_tt_1
Poseidon,2006.0,5.6,98.0,231.0,60655503.0,160000000.0,0,http://www.imdb.com/title/tt0409182/?ref_=fn_tt_tt_1
Post Grad,2009.0,5.3,88.0,97.0,6373693.0,15000000.0,0,http://www.imdb.com/title/tt1142433/?ref_=fn_tt_tt_1
Poultrygeist: Night of the Chicken Dead,2006.0,6.2,103.0,88.0,23000.0,500000.0,0,http://www.imdb.com/title/tt0462485/?ref_=fn_tt_tt_1
Pound of Flesh,2015.0,5.1,104.0,36.0,,7500000.0,0,http://www.imdb.com/title/tt3488328/?ref_=fn_tt_tt_1
Practical Magic,1998.0,6.1,104.0,92.0,46611204.0,48000000.0,0,http://www.imdb.com/title/tt0120791/?ref_=fn_tt_tt_1
Preacher,,8.3,60.0,18.0,,,18000,http://www.imdb.com/title/tt5016504/?ref_=fn_tt_tt_1
Precious,2009.0,7.3,109.0,323.0,47536959.0,10000000.0,12000,http://www.imdb.com/title/tt0929632/?ref_=fn_tt_tt_1
Predator,1987.0,7.8,107.0,217.0,59735548.0,15000000.0,13000,http://www.imdb.com/title/tt0093773/?ref_=fn_tt_tt_1
Predator 2,1990.0,6.2,103.0,119.0,30669413.0,35000000.0,0,http://www.imdb.com/title/tt0100403/?ref_=fn_tt_tt_1
Predators,2010.0,6.4,107.0,351.0,52000688.0,40000000.0,17000,http://www.imdb.com/title/tt1424381/?ref_=fn_tt_tt_1
Prefontaine,1997.0,6.8,106.0,23.0,532190.0,8000000.0,0,http://www.imdb.com/title/tt0119937/?ref_=fn_tt_tt_1
Premium Rush,2012.0,6.5,91.0,248.0,20275446.0,35000000.0,20000,http://www.imdb.com/title/tt1547234/?ref_=fn_tt_tt_1
Premonition,2007.0,5.9,96.0,184.0,47852604.0,20000000.0,0,http://www.imdb.com/title/tt0477071/?ref_=fn_tt_tt_1
Pretty Woman,1990.0,6.9,125.0,82.0,178406268.0,14000000.0,11000,http://www.imdb.com/title/tt0100405/?ref_=fn_tt_tt_1
Pride & Prejudice,2005.0,7.8,135.0,177.0,38372662.0,28000000.0,17000,http://www.imdb.com/title/tt0414387/?ref_=fn_tt_tt_1
Pride and Glory,2008.0,6.7,130.0,154.0,15709385.0,30000000.0,0,http://www.imdb.com/title/tt0482572/?ref_=fn_tt_tt_1
Pride and Prejudice and Zombies,2016.0,5.8,108.0,225.0,10907291.0,28000000.0,73000,http://www.imdb.com/title/tt1374989/?ref_=fn_tt_tt_1
Priest,2011.0,5.7,87.0,225.0,29136626.0,60000000.0,20000,http://www.imdb.com/title/tt0822847/?ref_=fn_tt_tt_1
Primary Colors,1998.0,6.7,143.0,117.0,38966057.0,65000000.0,688,http://www.imdb.com/title/tt0119942/?ref_=fn_tt_tt_1
Primer,2004.0,7.0,77.0,143.0,424760.0,7000.0,19000,http://www.imdb.com/title/tt0390384/?ref_=fn_tt_tt_1
Prince of Persia: The Sands of Time,2010.0,6.6,116.0,306.0,90755643.0,200000000.0,23000,http://www.imdb.com/title/tt0473075/?ref_=fn_tt_tt_1
Princess Kaiulani,2009.0,6.2,97.0,26.0,883887.0,9000000.0,0,http://www.imdb.com/title/tt1185344/?ref_=fn_tt_tt_1
Princess Mononoke,1997.0,8.4,134.0,174.0,2298191.0,2400000000.0,11000,http://www.imdb.com/title/tt0119698/?ref_=fn_tt_tt_1
Prison,1987.0,5.9,102.0,68.0,354704.0,1300000.0,314,http://www.imdb.com/title/tt0095904/?ref_=fn_tt_tt_1
Prisoners,2013.0,8.1,153.0,454.0,60962878.0,46000000.0,86000,http://www.imdb.com/title/tt1392214/?ref_=fn_tt_tt_1
Private Benjamin,1980.0,6.1,109.0,25.0,69800000.0,10000000.0,855,http://www.imdb.com/title/tt0081375/?ref_=fn_tt_tt_1
Project Almanac,2015.0,6.4,106.0,177.0,22331028.0,12000000.0,0,http://www.imdb.com/title/tt2436386/?ref_=fn_tt_tt_1
Project X,2012.0,6.7,93.0,229.0,54724272.0,12000000.0,29000,http://www.imdb.com/title/tt1636826/?ref_=fn_tt_tt_1
Prom,2011.0,5.4,104.0,83.0,10106233.0,8000000.0,0,http://www.imdb.com/title/tt1604171/?ref_=fn_tt_tt_1
Prom Night,2008.0,3.9,89.0,146.0,43818159.0,20000000.0,1000,http://www.imdb.com/title/tt0926129/?ref_=fn_tt_tt_1
Prometheus,2012.0,7.0,124.0,775.0,126464904.0,130000000.0,97000,http://www.imdb.com/title/tt1446714/?ref_=fn_tt_tt_1
Promised Land,2012.0,6.6,106.0,242.0,7556708.0,15000000.0,10000,http://www.imdb.com/title/tt2091473/?ref_=fn_tt_tt_1
Proof of Life,2000.0,6.2,135.0,134.0,32598931.0,65000000.0,892,http://www.imdb.com/title/tt0228750/?ref_=fn_tt_tt_1
Prophecy,1979.0,5.4,102.0,70.0,,12000000.0,902,http://www.imdb.com/title/tt0079758/?ref_=fn_tt_tt_1
Proud,2004.0,5.8,87.0,2.0,,1000000.0,141,http://www.imdb.com/title/tt0393616/?ref_=fn_tt_tt_1
Psych,,8.4,44.0,38.0,,,0,http://www.imdb.com/title/tt0491738/?ref_=fn_tt_tt_1
Psycho,1960.0,8.5,108.0,290.0,32000000.0,806947.0,18000,http://www.imdb.com/title/tt0054215/?ref_=fn_tt_tt_1
Psycho Beach Party,2000.0,6.3,85.0,51.0,265107.0,1500000.0,614,http://www.imdb.com/title/tt0206226/?ref_=fn_tt_tt_1
Public Enemies,2009.0,7.0,140.0,357.0,97030725.0,100000000.0,0,http://www.imdb.com/title/tt1152836/?ref_=fn_tt_tt_1
Pulp Fiction,1994.0,8.9,178.0,215.0,107930000.0,8000000.0,45000,http://www.imdb.com/title/tt0110912/?ref_=fn_tt_tt_1
Pulse,2006.0,4.7,90.0,148.0,20259297.0,20000000.0,0,http://www.imdb.com/title/tt0454919/?ref_=fn_tt_tt_1
Punch-Drunk Love,2002.0,7.3,95.0,251.0,17791031.0,25000000.0,0,http://www.imdb.com/title/tt0272338/?ref_=fn_tt_tt_1
Punisher: War Zone,2008.0,6.0,103.0,151.0,7948159.0,35000000.0,0,http://www.imdb.com/title/tt0450314/?ref_=fn_tt_tt_1
Purple Violets,2007.0,6.6,103.0,6.0,,4000000.0,296,http://www.imdb.com/title/tt0491109/?ref_=fn_tt_tt_1
Pushing Tin,1999.0,6.0,124.0,56.0,8406264.0,38000000.0,783,http://www.imdb.com/title/tt0120797/?ref_=fn_tt_tt_1
Puss in Boots,2011.0,6.7,90.0,246.0,149234747.0,130000000.0,16000,http://www.imdb.com/title/tt0448694/?ref_=fn_tt_tt_1
Q,2011.0,5.6,103.0,9.0,,1500000.0,754,http://www.imdb.com/title/tt1879030/?ref_=fn_tt_tt_1
Quantum of Solace,2008.0,6.7,106.0,403.0,168368427.0,200000000.0,0,http://www.imdb.com/title/tt0830515/?ref_=fn_tt_tt_1
Quarantine,2008.0,6.0,89.0,198.0,31691811.0,12000000.0,0,http://www.imdb.com/title/tt1082868/?ref_=fn_tt_tt_1
Quartet,2012.0,6.8,98.0,175.0,18381787.0,11000000.0,13000,http://www.imdb.com/title/tt1441951/?ref_=fn_tt_tt_1
Queen Crab,2015.0,4.5,80.0,18.0,,75000.0,34,http://www.imdb.com/title/tt2319456/?ref_=fn_tt_tt_1
Queen of the Damned,2002.0,5.2,101.0,137.0,30307804.0,35000000.0,0,http://www.imdb.com/title/tt0238546/?ref_=fn_tt_tt_1
Queen of the Mountains,2014.0,8.7,135.0,16.0,,1400000.0,0,http://www.imdb.com/title/tt2640460/?ref_=fn_tt_tt_1
Quest for Fire,1981.0,7.4,100.0,62.0,,12500000.0,0,http://www.imdb.com/title/tt0082484/?ref_=fn_tt_tt_1
Quigley Down Under,1990.0,6.8,119.0,20.0,21413105.0,20000000.0,0,http://www.imdb.com/title/tt0102744/?ref_=fn_tt_tt_1
Quills,2000.0,7.4,124.0,132.0,7060876.0,13500000.0,0,http://www.imdb.com/title/tt0180073/?ref_=fn_tt_tt_1
Quinceañera,2006.0,7.1,90.0,69.0,1689999.0,400000.0,426,http://www.imdb.com/title/tt0451176/?ref_=fn_tt_tt_1
Quo Vadis,1951.0,7.2,171.0,54.0,,7623000.0,1000,http://www.imdb.com/title/tt0043949/?ref_=fn_tt_tt_1
R.I.P.D.,2013.0,5.6,96.0,208.0,33592415.0,130000000.0,20000,http://www.imdb.com/title/tt0790736/?ref_=fn_tt_tt_1
R.L. Stine's Monsterville: The Cabinet of Souls,2015.0,5.9,85.0,5.0,,4400000.0,224,http://www.imdb.com/title/tt4386242/?ref_=fn_tt_tt_1
R100,2013.0,6.1,99.0,72.0,22770.0,5500000.0,543,http://www.imdb.com/title/tt2914838/?ref_=fn_tt_tt_1
RED,2010.0,7.1,111.0,315.0,90356857.0,58000000.0,32000,http://www.imdb.com/title/tt1245526/?ref_=fn_tt_tt_1
RED 2,2013.0,6.7,116.0,234.0,53215979.0,84000000.0,22000,http://www.imdb.com/title/tt1821694/?ref_=fn_tt_tt_1
Rabbit Hole,2010.0,7.0,91.0,248.0,2221809.0,5000000.0,0,http://www.imdb.com/title/tt0935075/?ref_=fn_tt_tt_1
Rabbit-Proof Fence,2002.0,7.5,94.0,74.0,6165429.0,6000000.0,0,http://www.imdb.com/title/tt0252444/?ref_=fn_tt_tt_1
Race,2016.0,7.1,134.0,125.0,19097994.0,,0,http://www.imdb.com/title/tt3499096/?ref_=fn_tt_tt_1
Race to Witch Mountain,2009.0,5.7,98.0,166.0,67128202.0,65000000.0,0,http://www.imdb.com/title/tt1075417/?ref_=fn_tt_tt_1
Rachel Getting Married,2008.0,6.7,113.0,232.0,12796277.0,,0,http://www.imdb.com/title/tt1084950/?ref_=fn_tt_tt_1
Racing Stripes,2005.0,5.2,102.0,73.0,49186871.0,,771,http://www.imdb.com/title/tt0376105/?ref_=fn_tt_tt_1
Radio,2003.0,6.9,109.0,74.0,52277485.0,35000000.0,0,http://www.imdb.com/title/tt0316465/?ref_=fn_tt_tt_1
Radio Days,1987.0,7.6,88.0,64.0,14792779.0,16000000.0,0,http://www.imdb.com/title/tt0093818/?ref_=fn_tt_tt_1
Radio Flyer,1992.0,6.9,114.0,10.0,4651977.0,35000000.0,892,http://www.imdb.com/title/tt0105211/?ref_=fn_tt_tt_1
Raging Bull,1980.0,8.3,121.0,151.0,45250.0,18000000.0,0,http://www.imdb.com/title/tt0081398/?ref_=fn_tt_tt_1
Raiders of the Lost Ark,1981.0,8.5,115.0,234.0,242374454.0,18000000.0,16000,http://www.imdb.com/title/tt0082971/?ref_=fn_tt_tt_1
Rain Man,1988.0,8.0,133.0,100.0,172825435.0,25000000.0,12000,http://www.imdb.com/title/tt0095953/?ref_=fn_tt_tt_1
Raise Your Voice,2004.0,5.9,103.0,46.0,10411980.0,15000000.0,1000,http://www.imdb.com/title/tt0361696/?ref_=fn_tt_tt_1
Raise the Titanic,1980.0,4.7,119.0,32.0,7000000.0,36000000.0,328,http://www.imdb.com/title/tt0081400/?ref_=fn_tt_tt_1
Raising Cain,1992.0,6.0,91.0,33.0,21370057.0,12000000.0,541,http://www.imdb.com/title/tt0105217/?ref_=fn_tt_tt_1
Raising Helen,2004.0,6.0,119.0,93.0,37486138.0,50000000.0,718,http://www.imdb.com/title/tt0350028/?ref_=fn_tt_tt_1
Raising Victor Vargas,2002.0,7.2,88.0,59.0,2073984.0,800000.0,219,http://www.imdb.com/title/tt0316188/?ref_=fn_tt_tt_1
Ramanujan,2014.0,7.0,153.0,2.0,,,58,http://www.imdb.com/title/tt3037162/?ref_=fn_tt_tt_1
Rambo III,1988.0,5.7,87.0,84.0,53715611.0,63000000.0,2000,http://www.imdb.com/title/tt0095956/?ref_=fn_tt_tt_1
Rambo: First Blood Part II,1985.0,6.4,96.0,96.0,150415432.0,44000000.0,0,http://www.imdb.com/title/tt0089880/?ref_=fn_tt_tt_1
Ramona and Beezus,2010.0,6.7,103.0,81.0,26161406.0,15000000.0,0,http://www.imdb.com/title/tt0493949/?ref_=fn_tt_tt_1
Rampage,2009.0,6.3,80.0,58.0,,,0,http://www.imdb.com/title/tt1337057/?ref_=fn_tt_tt_1
Random Hearts,1999.0,5.1,133.0,96.0,31054924.0,64000000.0,295,http://www.imdb.com/title/tt0156934/?ref_=fn_tt_tt_1
Rang De Basanti,2006.0,8.4,157.0,33.0,2197331.0,,0,http://www.imdb.com/title/tt0405508/?ref_=fn_tt_tt_1
