movie_title,actor_3_name,actor_3_facebook_likes
Finding Neverland,Kelly Macdonald,2000.0
Finishing the Game: The Search for a New Bruce Lee,Joe McQueen,143.0
Fired Up,Sharon Lawrence,215.0
Firefox,Kenneth Colley,216.0
Fireproof,Erin Bethea,150.0
Firestarter,David Keith,563.0
Firestorm,Terence Yin,30.0
Firewall,Mary Lynn Rajskub,935.0
First Blood,Chris Mulkey,535.0
First Knight,John Gielgud,249.0
"First Love, Last Rites",Natasha Gregson Wagner,104.0
Fish Tank,Jason Maza,168.0
Fiza,Jaya Bhaduri,97.0
Flags of Our Fathers,Tom McCarthy,310.0
Flame and Citron,Christian Berkel,104.0
Flash Gordon,Sam J. Jones,455.0
Flash of Genius,Victoria Learn,9.0
Flashdance,Lee Ving,92.0
Flatliners,Hope Davis,442.0
Flawless,Chris Bauer,638.0
Fled,Will Patton,537.0
Flicka,Tim McGraw,461.0
Flight,Nadine Velazquez,874.0
Flight of the Intruder,Christopher Rich,150.0
Flight of the Phoenix,Miranda Otto,568.0
Flightplan,Haley Ramm,354.0
Flipped,Aidan Quinn,767.0
Flipper,Jessica Wesson,26.0
Flirting with Disaster,David Patrick Kelly,380.0
Florence Foster Jenkins,John Sessions,83.0
Flubber,Sam Lloyd,159.0
Flushed Away,David Suchet,586.0
Flyboys,Philip Winchester,579.0
Flying By,Katie Leclerc,483.0
Flywheel,Janet Lee Dapper,4.0
Focus,Gerald McRaney,523.0
Food Chains,Eve Ensler,17.0
"Food, Inc.",Barbara Kowalcyk,2.0
Foodfight!,Harvey Fierstein,500.0
Fool's Gold,Alexis Dziena,715.0
Foolish,Marla Gibbs,249.0
Footloose,Lori Singer,304.0
For Colored Girls,Kimberly Elise,637.0
For Greater Glory: The True Story of Cristiada,Catalina Sandino Moreno,280.0
For Love of the Game,Carmine Giovinazzo,432.0
For Your Consideration,Ed Begley Jr.,783.0
For Your Eyes Only,Desmond Llewelyn,244.0
"For a Good Time, Call...",Nia Vardalos,567.0
Force 10 from Navarone,Franco Nero,576.0
Forget Me Not,Christopher Atkins,511.0
Forgetting Sarah Marshall,Maria Thayer,344.0
Formula 51,Paul Barber,57.0
Forrest Gump,Sam Anderson,194.0
Forsaken,Michael Wincott,720.0
Fort McCoy,Brendan Fehr,847.0
Fortress,Clifton Collins Jr.,968.0
Forty Shades of Blue,Darren E. Burrows,121.0
Four Brothers,Fionnula Flanagan,482.0
Four Christmases,Katy Mixon,982.0
Four Lions,Alex Macqueen,106.0
Four Rooms,Lili Taylor,960.0
Four Single Fathers,Salvatore Santone,382.0
Four Weddings and a Funeral,Simon Callow,239.0
Frailty,Matt O'Leary,303.0
Frances Ha,Vanessa Ray,270.0
Frankenweenie,Atticus Shaffer,787.0
Frat Party,Alicia Ziegler,106.0
Freakonomics,Tempestt Bledsoe,394.0
Freaky Deaky,Bill Duke,1000.0
Freaky Friday,Willie Garson,512.0
Freddy Got Fingered,Eddie Kaye Thomas,484.0
Freddy vs. Jason,Zack Ward,662.0
Freddy's Dead: The Final Nightmare,Yaphet Kotto,581.0
Free Birds,Dan Fogler,562.0
Free State of Jones,Jessica Collins,303.0
Free Style,Sandra Echeverría,422.0
Freedom,Bart Shatto,124.0
Freedom Writers,Imelda Staunton,579.0
Freeheld,Luke Grimes,935.0
Freeway,Robert Peters,221.0
Freeze Frame,Ian McNeice,268.0
Frenzy,Clive Swift,118.0
Frequency,Noah Emmerich,617.0
Frida,Valeria Golino,898.0
Friday,Tony Cox,624.0
Friday After Next,Katt Williams,615.0
Friday Night Lights,Scott Porter,690.0
Friday the 13th Part 2,Amy Steel,59.0
Friday the 13th Part III,Catherine Parks,20.0
Friday the 13th Part VII: The New Blood,William Butler,181.0
Friday the 13th Part VIII: Jason Takes Manhattan,Scott Reeves,65.0
Friday the 13th: A New Beginning,Dominick Brascia,17.0
Friday the 13th: The Final Chapter,Kimberly Beck,74.0
Friends with Benefits,Masi Oka,923.0
Friends with Money,Jake Cherry,180.0
Fright Night,Sandra Vergara,133.0
From Dusk Till Dawn,Cheech Marin,844.0
From Hell,Ian Richardson,140.0
From Here to Eternity,Deborah Kerr,426.0
From Justin to Kelly,Brian Dietzen,251.0
From Paris with Love,Rebecca Dayan,75.0
From Russia with Love,Lois Maxwell,177.0
From a Whisper to a Scream,Susan Tyrrell,147.0
Frost/Nixon,Oliver Platt,1000.0
Frozen,Livvy Stubenrauch,490.0
Frozen River,Misty Upham,229.0
Fruitvale Station,Ariana Neal,88.0
Fuel,George W. Bush,125.0
Fugly,Dimple Kapadia,62.0
Full Frontal,Blair Underwood,685.0
Fun Size,Osric Chau,635.0
Fun with Dick and Jane,David Herman,233.0
Funny Games,Brady Corbet,287.0
Funny Ha Ha,Justin Rice,3.0
Funny People,Maude Apatow,130.0
Fur: An Imaginary Portrait of Diane Arbus,Matt Servitto,260.0
Furious 7,Vin Diesel,14000.0
Furry Vengeance,Matt Prokop,734.0
Fury,Jim Parrack,697.0
Futuro Beach,Jesuíta Barbosa,9.0
G-Force,Niecy Nash,182.0
G.I. Jane,John Michael Higgins,957.0
G.I. Joe: Retaliation,Elodie Yung,934.0
G.I. Joe: The Rise of Cobra,Leo Howard,570.0
Gabriela,Joffre Soares,3.0
Galaxina,Angelo Rossitto,60.0
Galaxy Quest,Robin Sachs,436.0
Gamer,Alison Lohman,1000.0
Gandhi,John Gielgud,249.0
"Gandhi, My Father",Darshan Jariwala,14.0
Gangs of New York,Jim Broadbent,1000.0
Gangster Squad,Wade Williams,300.0
Gangster's Paradise: Jerusalema,Robert Hobbs,12.0
Garden State,Jill Flint,294.0
Garfield,Michael Monks,58.0
Garfield 2,Ben Falcone,265.0
Gattaca,Mason Gamble,263.0
Gentleman's Agreement,John Garfield,167.0
Gentlemen Broncos,Héctor Jiménez,327.0
George Washington,Damian Jewan Lee,15.0
George and the Dragon,Simon Callow,239.0
George of the Jungle,Holland Taylor,458.0
Georgia Rule,Jane Fonda,949.0
Get Carter,Lauren Lee Smith,351.0
Get Hard,Craig T. Nelson,723.0
Get Him to the Greek,Lino Facioli,177.0
Get Low,Bill Cobbs,970.0
Get Over It,Carmen Electra,869.0
Get Real,Debrah Farentino,143.0
Get Rich or Die Tryin',Marc John Jefferies,441.0
Get Shorty,Jon Gries,482.0
Get Smart,Anne Hathaway,11000.0
Get on Up,Aunjanue Ellis,400.0
Get on the Bus,Andre Braugher,702.0
Getaway,Bruce Payne,179.0
Gettysburg,James Patrick Stuart,251.0
Ghost,Phil Leeds,71.0
Ghost Dog: The Way of the Samurai,Richard Portnow,116.0
Ghost Hunters,Jason Hawes,84.0
Ghost Rider,Peter Fonda,402.0
Ghost Rider: Spirit of Vengeance,Christopher Lambert,1000.0
Ghost Ship,Francesca Rettondini,78.0
Ghost Town,Jordan Carlos,31.0
Ghost World,T.J. Thyne,722.0
Ghostbusters,Zach Woods,322.0
Ghosts of Mars,Natasha Henstridge,900.0
Ghosts of Mississippi,Craig T. Nelson,723.0
Gigli,David Backus,43.0
Girl 6,Gretchen Mol,599.0
Girl House,Chasty Ballesteros,295.0
Girl with a Pearl Earring,Tom Wilkinson,1000.0
"Girl, Interrupted",Vanessa Redgrave,898.0
Girls Gone Dead,Al Sapienza,238.0
Give Me Shelter,Elaine Hendrix,670.0
Gladiator,Oliver Reed,695.0
Glee: The 3D Concert Movie,Kevin McHale,748.0
Glengarry Glen Ross,Jude Ciccolella,99.0
Glitter,Valarie Pettiford,202.0
Glory,Matthew Broderick,2000.0
Glory Road,Derek Luke,543.0
Go,Scott Wolf,376.0
Go for It!,Rene Rosado,76.0
Goal! The Dream Begins,Stephen Dillane,577.0
God's Not Dead 2,Maria Canals-Barrera,295.0
Goddess of Love,Alexis Kendra,34.0
Gods and Generals,John Castle,67.0
Gods and Monsters,Kevin J. O'Connor,248.0
Gods of Egypt,Bryan Brown,284.0
Godsend,Munro Chambers,353.0
Godzilla 2000,Sakae Kimura,3.0
Godzilla Resurgence,Atsuko Maeda,12.0
Going the Distance,Jim Gaffigan,472.0
GoldenEye,Tchéky Karyo,345.0
Goldfinger,Lois Maxwell,177.0
Gomorrah,Marco D'Amore,5.0
Gone Girl,Emily Ratajkowski,625.0
Gone in Sixty Seconds,Robert Duvall,3000.0
Gone with the Wind,Thomas Mitchell,248.0
"Gone, Baby, Gone",Paul 'Pauly D' DelVecchio,211.0
Good,Steven Mackintosh,227.0
Good Boy!,Kevin Nealon,503.0
Good Bye Lenin!,Burghart Klaußner,43.0
Good Deeds,Jamie Kennedy,490.0
Good Dick,Jason Ritter,782.0
Good Intentions,Jon Gries,482.0
Good Kill,Stafford Douglas,118.0
Good Luck Chuck,Chelan Simmons,440.0
"Good Morning, Vietnam",Bruno Kirby,227.0
"Good Night, and Good Luck.",Alex Borstein,566.0
Good Will Hunting,Minnie Driver,893.0
Goodfellas,Paul Sorvino,635.0
Goosebumps,Ken Marino,543.0
Gory Gory Hallelujah,David Frederick White,6.0
Gosford Park,Tom Hollander,555.0
Gossip,Noam Jenkins,191.0
Gothika,Bernard Hill,416.0
Grabbers,Bronagh Gallagher,114.0
Grace Unplugged,Anthony Reynolds,575.0
Grace of Monaco,Derek Jacobi,520.0
Gracie,Carly Schroeder,261.0
Graduation Day,Vanna White,180.0
Gran Torino,Ahney Her,198.0
Grand Theft Parsons,Jim Cody Williams,95.0
Grandma's Boy,Shirley Jones,556.0
Grave Encounters,Ashleigh Gryzko,103.0
Gravity,Amy Warren,13.0
Grease,Sid Caesar,898.0
Green Lantern,Taika Waititi,326.0
Green Room,Joe Cole,233.0
Green Street 3: Never Back Down,Kacey Clarke,376.0
Green Zone,Igal Naor,95.0
Gremlins,Zach Galligan,233.0
Gremlins 2: The New Batch,Phoebe Cates,767.0
Gridiron Gang,Kevin Dunn,581.0
Griff the Invisible,Kelly Paterniti,39.0
Grindhouse,Zoë Bell,1000.0
Groove,Denny Kirkwood,17.0
Grosse Pointe Blank,Mitchell Ryan,141.0
Groundhog Day,Willie Garson,512.0
Growing Up Smith,Tim Guinee,259.0
Grown Ups,Salma Hayek,4000.0
Grown Ups 2,Jon Lovitz,11000.0
Grudge Match,Oscar Gale,785.0
Guardians of the Galaxy,Djimon Hounsou,3000.0
Guess Who,Sherri Shepherd,278.0
Guiana 1838,Aasheekaa Bathija,0.0
Gulliver's Travels,Olly Alexander,116.0
Gun Shy,Mitch Pileggi,826.0
Gunless,Dustin Milligan,499.0
H.,Rebecca Dayan,75.0
Hachi: A Dog's Tale,Joan Allen,805.0
Hackers,Lorraine Bracco,472.0
"Hail, Caesar!",Alden Ehrenreich,1000.0
Hairspray,Paul Dooley,260.0
Half Baked,Clarence Williams III,475.0
Half Nelson,Jeff Lima,71.0
Half Past Dead,Tony Plana,223.0
Hall Pass,Stephen Merchant,681.0
Halloween,P.J. Soles,598.0
Halloween 4: The Return of Michael Myers,Ellie Cornell,101.0
Halloween 5,Troy Evans,120.0
Halloween II,Margot Kidder,593.0
Halloween III: Season of the Witch,Nancy Kyes,67.0
Halloween: Resurrection,Bianca Kajlich,731.0
Halloween: The Curse of Michael Myers,Mitchell Ryan,141.0
Hamlet,Richard Briers,401.0
Hamlet 2,David Arquette,611.0
Hancock,Eddie Marsan,979.0
Hands of Stone,Edgar Ramírez,897.0
Hang 'Em High,Alan Hale Jr.,426.0
Hanging Up,Jesse James,235.0
Hanna,John Macmillan,21.0
Hannah Montana: The Movie,Moises Arias,635.0
Hannibal,Hettienne Park,148.0
Hannibal Rising,Richard Brake,163.0
Hansel & Gretel Get Baked,Lochlyn Munro,555.0
Hansel & Gretel: Witch Hunters,Ingrid Bolsø Berdal,467.0
Happily N'Ever After,Rob Paulsen,677.0
Happiness,Dylan Baker,812.0
Happy Christmas,Mark Webber,442.0
Happy Feet,Elizabeth Daily,971.0
Happy Feet 2,Common,988.0
Happy Gilmore,Frances Bay,491.0
Happy Valley,Sarah Lancashire,250.0
"Happy, Texas",Jeremy Northam,327.0
Hard Candy,Patrick Wilson,0.0
Hard Rain,Randy Quaid,695.0
Hard to Be a God,Valentin Golubenko,0.0
Hardball,DeWayne Warren,39.0
Hardflip,Raquel Elizabeth Ames,891.0
Harley Davidson and the Marlboro Man,Don Johnson,982.0
Harlock: Space Pirate,Haruma Miura,47.0
Harold & Kumar Escape from Guantanamo Bay,Beverly D'Angelo,816.0
Harold & Kumar Go to White Castle,Paula Garcés,587.0
Harper,Shelley Winters,367.0
Harriet the Spy,Charlotte Sullivan,388.0
Harrison Montgomery,Diane Baker,167.0
Harry Brown,Sean Harris,641.0
Harry Potter and the Chamber of Secrets,Emma Watson,9000.0
Harry Potter and the Deathly Hallows: Part I,Alfred Enoch,1000.0
Harry Potter and the Deathly Hallows: Part II,Ralph Ineson,159.0
Harry Potter and the Goblet of Fire,Rupert Grint,10000.0
Harry Potter and the Half-Blood Prince,Rupert Grint,10000.0
Harry Potter and the Order of the Phoenix,Fiona Shaw,687.0
Harry Potter and the Prisoner of Azkaban,Rupert Grint,10000.0
Harry Potter and the Sorcerer's Stone,Verne Troyer,645.0
Harsh Times,Noel Gugliemi,2000.0
Hart's War,Rory Cochrane,407.0
Harvard Man,Joey Lauren Adams,781.0
Hatchet,Joel Murray,488.0
Hav Plenty,Chenoa Maxwell,48.0
Hayride,Corlandos Scott,133.0
Haywire,Michael Angarano,947.0
He Got Game,Rosario Dawson,3000.0
He's Just Not That Into You,Sachiko Ishida,49.0
Head Over Heels,China Chow,169.0
Head of State,Tracy Morgan,642.0
Headhunters,Julie R. Ølgaard,27.0
Heartbeeps,Christopher Guest,378.0
Heartbreakers,Jeffrey Jones,692.0
Hearts in Atlantis,Hope Davis,442.0
Heaven Is for Real,Rob Moran,79.0
Heaven's Gate,Isabelle Huppert,678.0
Heavenly Creatures,Liz Mullane,88.0
Heavy Metal,Don Francks,123.0
Hedwig and the Angry Inch,Andrea Martin,179.0
Heist,D.B. Sweeney,558.0
Held Up,Jake Busey,660.0
Heli,Gabriel Reyes,8.0
Hell's Angels,James Hall,4.0
Hellboy,Brian Steele,160.0
Hellboy II: The Golden Army,Brian Steele,160.0
Hellraiser,Clare Higgins,100.0
Henry & Me,Danny Aiello,388.0
Henry V,Danny Webb,130.0
Her,Matt Letscher,105.0
Her Cry: La Llorona Investigation,Parker Riggs,0.0
Herbie Fully Loaded,Cheryl Hines,541.0
Hercules,Ingrid Bolsø Berdal,467.0
Here Comes the Boom,Charice,491.0
Here on Earth,Elaine Hendrix,670.0
Hereafter,Cécile De France,447.0
Hero,Maggie Cheung,576.0
Heroes,Greg Grunberg,833.0
Heroes of Dirt,Lia Tucker,21.0
Hesher,Rainn Wilson,973.0
Hey Arnold! The Movie,Paul Sorvino,636.0
Hidalgo,Peter Mensah,1000.0
Hidden Away,Joseba Ugalde,0.0
Hide and Seek,Robert John Burke,317.0
High Anxiety,Dick Van Patten,605.0
High Crimes,Bruce Davison,505.0
High Fidelity,Lisa Bonet,619.0
High Heels and Low Lifes,Mary McCormack,428.0
High Noon,Lon Chaney Jr.,433.0
High Plains Drifter,John Hillerman,258.0
High Road,Abby Elliott,201.0
High School Musical,Olesya Rulin,578.0
High School Musical 2,Olesya Rulin,578.0
High School Musical 3: Senior Year,Corbin Bleu,632.0
High Tension,Oana Pellea,142.0
Higher Ground,Michael Chernus,186.0
Highlander,Celia Imrie,186.0
Highlander: Endgame,Adam Copeland,377.0
Highlander: The Final Dimension,Mario Van Peebles,535.0
Highway,Mark Rolston,171.0
History of the World: Part I,Dom DeLuise,842.0
Hit and Run,Beau Bridges,552.0
Hit the Floor,Logan Browning,628.0
Hitch,Kevin Sussman,681.0
Hitman,Ulrich Thomsen,280.0
Hits,Amy Sedaris,396.0
Hobo with a Shotgun,Molly Dunsworth,104.0
Hocus Pocus,Larry Bagby,115.0
Hoffa,Paul Guilfoyle,210.0
Holes,Ski Carr,165.0
Hollow Man,Joey Slotnick,423.0
Hollywood Ending,Treat Williams,642.0
Hollywood Homicide,Lena Olin,541.0
Hollywood Shuffle,Helen Martin,287.0
Holy Man,Eric McCormack,440.0
Holy Motors,Denis Lavant,226.0
Home,April Winchell,183.0
Home Alone,Catherine O'Hara,925.0
Home Alone 2: Lost in New York,Devin Ratray,1000.0
Home Fries,Shelley Duvall,629.0
Home Movies,Melissa Bardin Galsky,6.0
Home Run,Scott Elrod,449.0
Home for the Holidays,Steve Guttenberg,801.0
Home on the Range,G.W. Bailey,421.0
Homefront,Frank Grillo,798.0
Honey,Romeo Miller,582.0
Hoodwinked Too! Hood vs. Evil,Cheech Marin,843.0
Hoodwinked!,Jim Belushi,854.0
Hook,Bob Hoskins,5000.0
Hoop Dreams,Isiah Thomas,2.0
Hoot,Tim Blake Nelson,596.0
Hop,Chelsea Handler,439.0
Hope Floats,Gena Rowlands,545.0
Hope Springs,Jean Smart,329.0
Horrible Bosses,Reginald Ballard,64.0
Horrible Bosses 2,Lindsay Sloane,465.0
Horse Camp,Annelyse Ahmad,3.0
Hostage,Ransford Doherty,759.0
Hostel,Rick Hoffman,581.0
Hostel: Part II,Stanislav Ianevski,658.0
Hot Fuzz,Billie Whitelaw,108.0
Hot Pursuit,Michael Mosley,253.0
Hot Rod,Chris Parnell,432.0
Hot Tub Time Machine,Crystal Lowe,318.0
Hot Tub Time Machine 2,Collette Wolfe,390.0
Hotel Rwanda,Hakeem Kae-Kazim,242.0
Hotel Transylvania,Jon Lovitz,11000.0
Hotel Transylvania 2,Fran Drescher,859.0
Hotel for Dogs,Yvette Nicole Brown,446.0
House Party 2,Helen Martin,287.0
House at the End of the Drive,Angela Jones,69.0
House at the End of the Street,Gil Bellows,261.0
House of 1000 Corpses,Erin Daniels,303.0
House of D,Frank Langella,902.0
House of Flying Daggers,Zhengyong Zhang,4.0
House of Sand,Fernanda Torres,24.0
House of Sand and Fog,Ron Eldard,385.0
House of Wax,Brian Van Holt,324.0
House on Haunted Hill,Bridgette Wilson-Sampras,545.0
Housebound,Cameron Rhodes,28.0
Housefull,Riteish Deshmukh,119.0
How Do You Know,Teyonah Parris,157.0
How Green Was My Valley,Barry Fitzgerald,137.0
How High,T.J. Thyne,722.0
How She Move,Conrad Coates,66.0
How Stella Got Her Groove Back,Barry Shabaka Henley,232.0
How the Grinch Stole Christmas,Molly Shannon,636.0
How to Be Single,Nicholas Braun,591.0
How to Be a Player,Lark Voorhies,324.0
How to Deal,Trent Ford,258.0
How to Fall in Love,Brooke D'Orsay,271.0
How to Lose Friends & Alienate People,Fenella Woolgar,87.0
How to Lose a Guy in 10 Days,Thomas Lennon,651.0
How to Train Your Dragon,Craig Ferguson,759.0
How to Train Your Dragon 2,America Ferrera,953.0
Howard the Duck,Jordan Prentice,322.0
Howards End,Samuel West,136.0
Howl's Moving Castle,Jean Simmons,422.0
Hud,Whit Bissell,124.0
Hudson Hawk,Richard E. Grant,554.0
Hugo,Ray Winstone,1000.0
Hulk,Celia Weston,258.0
Hum To Mohabbat Karega,Shakti Kapoor,72.0
Human Traffic,Shaun Parkes,78.0
Hurricane Streets,Lynn Cohen,474.0
Hustle & Flow,Elise Neal,165.0
I Am Legend,Willow Smith,558.0
I Am Love,Alba Rohrwacher,72.0
I Am Number Four,Reuben Langdon,144.0
I Am Sam,Richard Schiff,506.0
I Am Wrath,Amanda Schull,757.0
I Can Do Bad All by Myself,Hope Olaide Wilson,256.0
I Come with the Rain,Shawn Yue,32.0
I Don't Know How She Does It,Jessica Szohr,847.0
I Dreamed of Africa,Vincent Perez,292.0
I Got the Hook Up,Anthony Johnson,78.0
I Heart Huckabees,Isabelle Huppert,678.0
I Hope They Serve Beer in Hell,Derek Wayne Johnson,184.0
I Know What You Did Last Summer,Anne Heche,681.0
I Love You Phillip Morris,Annie Golden,113.0
"I Love You, Beth Cooper",Shawn Roberts,529.0
"I Love You, Don't Touch Me!",Tim DeZarn,117.0
"I Love You, Man",Jane Curtin,257.0
I Love Your Work,Nicky Katt,127.0
I Married a Strange Person!,Richard Spore,0.0
I Origins,Venida Evans,11.0
I Served the King of England,Milan Lasica,4.0
I Spit on Your Grave,Daniel Franzese,374.0
I Spy,Tate Taylor,150.0
I Still Know What You Did Last Summer,Bill Cobbs,970.0
I Think I Love My Wife,Wendell Pierce,458.0
I Want Someone to Eat Cheese With,Joey Slotnick,423.0
I Want Your Money,Mike Huckabee,12.0
I'm Not There.,Tyrone Benskin,228.0
"I, Frankenstein",Miranda Otto,568.0
"I, Robot",Chi McBride,466.0
Ice Age,Denis Leary,835.0
Ice Age: Continental Drift,Drake,916.0
Ice Age: Dawn of the Dinosaurs,Kelly Keaton,117.0
Ice Age: The Meltdown,Jay Leno,241.0
Ice Princess,Amy Stewart,28.0
Ida,Agata Kulesza,46.0
Identity,Jake Busey,660.0
Identity Thief,T.I.,680.0
Idiocracy,David Herman,233.0
Idle Hands,Elden Henson,577.0
Idlewild,Bobb'e J. Thompson,526.0
If I Stay,Stacy Keach,602.0
Igby Goes Down,Bill Irwin,471.0
Iguana,Fabio Testi,37.0
Illuminata,George DiCenzo,54.0
Imaginary Heroes,Larry Fessenden,83.0
Imagine Me & You,Darren Boyd,112.0
Imagine That,Richard Schiff,506.0
Immortals,Steve Byers,222.0
Impact Point,Linden Ashby,306.0
Impostor,Tim Guinee,259.0
In & Out,Lauren Ambrose,945.0
In Bruges,Eric Godon,39.0
In Cold Blood,Will Geer,188.0
In Dreams,Paul Guilfoyle,210.0
In Good Company,Dennis Quaid,2000.0
In Her Line of Fire,Jesse Hutch,176.0
In Time,Justin Timberlake,3000.0
In Too Deep,Nia Long,826.0
In the Bedroom,Karen Allen,783.0
In the Company of Men,Jason Dixie,7.0
In the Cut,Susan Gardner,48.0
In the Heart of the Sea,Frank Dillane,571.0
In the Heat of the Night,Crystal R. Fox,213.0
In the Land of Blood and Honey,Branko Djuric,116.0
In the Land of Women,Dustin Milligan,499.0
In the Name of the King: A Dungeon Siege Tale,Tania Saulnier,102.0
In the Name of the King: The Last Job,Ralitsa Paskaleva,50.0
In the Shadow of the Moon,Neil Armstrong,65.0
In the Valley of Elah,Barry Corbin,883.0
Incendies,Ahmad Massad,58.0
Inception,Joseph Gordon-Levitt,23000.0
Inchon,Jacqueline Bisset,522.0
Incident at Loch Ness,John Bailey,37.0
Independence Day,Mary McDonnell,933.0
Independence Day: Resurgence,Judd Hirsch,535.0
Independence Daysaster,Nicholas Carella,91.0
Indiana Jones and the Kingdom of the Crystal Skull,Jim Broadbent,1000.0
Indiana Jones and the Last Crusade,Alison Doody,440.0
Indiana Jones and the Temple of Doom,Kate Capshaw,237.0
Indie Game: The Movie,Phil Fish,0.0
Indignation,Tracy Letts,85.0
Inescapable,Fadia Nadda,5.0
Infamous,Hope Davis,442.0
Inglourious Basterds,Christoph Waltz,11000.0
Inherent Vice,Serena Scott Thomas,175.0
Ink,Jessica Duffy,76.0
Inkheart,Jamie Foreman,466.0
Inside Deep Throat,Linda Lovelace,218.0
Inside Job,Barney Frank,18.0
Inside Llewyn Davis,Alex Karpovsky,272.0
Inside Man,Peter Gerety,277.0
Inside Out,Phyllis Smith,384.0
Insidious,Philip Friedman,588.0
Insidious: Chapter 2,Leigh Whannell,482.0
Insidious: Chapter 3,Leigh Whannell,482.0
Insomnia,Crystal Lowe,319.0
Insomnia Manica,Chin-Chien Chang,0.0
Inspector Gadget,Rupert Everett,692.0
Instinct,John Ashton,241.0
Instructions Not Included,Hugo Stiglitz,83.0
Insurgent,Mekhi Phifer,1000.0
Interstellar,Mackenzie Foy,6000.0
Interview with the Assassin,Renee Faia,21.0
Interview with the Vampire: The Vampire Chronicles,Kirsten Dunst,4000.0
Into the Blue,Ashley Scott,795.0
Into the Grizzly Maze,Luisa D'Oliveira,129.0
Into the Storm,Scott Lawrence,159.0
Into the Wild,Hal Holbrook,826.0
Into the Woods,Anna Kendrick,10000.0
Intolerable Cruelty,Julia Duffy,210.0
Intolerance: Love's Struggle Throughout the Ages,Walter Long,9.0
Invaders from Mars,William Bassett,225.0
Invasion U.S.A.,Eddie Jones,53.0
Invictus,Leleti Khumalo,204.0
Ip Man 3,Kwok-Kwan Chan,51.0
Ira & Abby,Kevin Sussman,681.0
Iraq for Sale: The War Profiteers,Donna Zovko,0.0
Iris,Kris Marshall,548.0
Iron Man,Jon Favreau,4000.0
Iron Man 2,Jon Favreau,4000.0
Iron Man 3,Don Cheadle,3000.0
Ironclad,Derek Jacobi,520.0
Irreplaceable,Marianne Denicourt,2.0
Irreversible,Jo Prestia,9.0
Ishtar,Isabelle Adjani,572.0
Isn't She Great,John Larroquette,450.0
It Follows,Jake Weary,159.0
It Happened One Night,Walter Connolly,21.0
It's All Gone Pete Tong,Kate Magowan,137.0
It's Always Sunny in Philadelphia,Glenn Howerton,424.0
It's Complicated,Zoe Kazan,963.0
It's Kind of a Funny Story,Jim Gaffigan,472.0
"It's a Mad, Mad, Mad, Mad World",Spencer Tracy,760.0
It's a Wonderful Afterlife,Shabana Azmi,95.0
It's a Wonderful Life,Thomas Mitchell,248.0
J. Edgar,Kaitlyn Dever,363.0
JFK,Cheryl Penland,4.0
Jab Tak Hai Jaan,Vic Waghorn,1000.0
Jack Brooks: Monster Slayer,Stefanie Drummond,42.0
Jack Reacher,David Oyelowo,1000.0
Jack Ryan: Shadow Recruit,Gemma Chan,288.0
Jack and Jill,Tim Meadows,553.0
Jack the Giant Slayer,Ralph Brown,140.0
Jackass 3D,Chris Pontius,218.0
Jackass Number Two,Chris Pontius,218.0
Jackass: The Movie,Chris Pontius,218.0
Jackie Brown,Robert Forster,889.0
Jade,Linda Fiorentino,602.0
Jakob the Liar,Michael Jeter,693.0
Jane Got a Gun,Boyd Holbrook,439.0
Jarhead,James Morrison,210.0
Jason Bourne,Ato Essandoh,265.0
Jason Goes to Hell: The Final Friday,Erin Gray,307.0
Jason Lives: Friday the 13th Part VI,Vincent Guastaferro,155.0
Jason X,Lexa Doig,489.0
Jawbreaker,Jeff Conaway,844.0
Jaws,Murray Hamilton,366.0
Jaws 2,Joseph Mascolo,85.0
Jaws: The Revenge,Lynn Whitfield,434.0
Jay and Silent Bob Strike Back,Jason Mewes,898.0
Jeepers Creepers,Jonathan Breck,270.0
Jeepers Creepers II,Billy Aaron Brown,177.0
"Jeff, Who Lives at Home",Rae Dawn Chong,581.0
Jefferson in Paris,Nigel Whitmey,5.0
Jekyll and Hyde... Together Again,Bess Armstrong,83.0
Jennifer's Body,Cynthia Stevenson,271.0
Jerry Maguire,Bonnie Hunt,597.0
Jersey Boys,Scott Vance,235.0
Jersey Girl,George Carlin,769.0
Jesse,Bruno Campos,223.0
Jesus People,Tim Bagley,152.0
Jesus' Son,Mark Webber,442.0
Jimmy Neutron: Boy Genius,Andrea Martin,179.0
Jimmy and Judy,James Eckhouse,131.0
Jindabyne,Max Cullen,48.0
Jingle All the Way,Jake Lloyd,626.0
Joe,Ronnie Gene Blevins,221.0
Joe Dirt,Fred Ward,459.0
Joe Somebody,Kelly Lynch,466.0
John Carter,Polly Walker,530.0
John Q,Anne Heche,644.0
Johnny English,Ben Miller,252.0
Johnny English Reborn,Togo Igawa,104.0
Johnny Suede,Nick Cave,329.0
Johnson Family Vacation,Shad Moss,826.0
Jonah Hex,Julia Jones,364.0
Jonah: A VeggieTales Movie,Shelby Vischer,8.0
Josie and the Pussycats,Aries Spears,83.0
Journey 2: The Mysterious Island,Kristin Davis,722.0
Journey from the Fall,Cat Ly,5.0
Journey to Saturn,Casper Christensen,13.0
Journey to the Center of the Earth,Anita Briem,311.0
Joy,Bradley Cooper,14000.0
Joy Ride,Dell Yount,62.0
Joyeux Noel,Ian Richardson,140.0
Joyful Noise,Jesse L. Martin,715.0
Judgment at Nuremberg,Spencer Tracy,760.0
Julia,Vanessa Redgrave,898.0
Julie & Julia,Vanessa Ferlito,923.0
